1282395,1258965
1253955,1272255
1275105,1285485
1282515,1277115
1273425,1266285
1304235,1261035
1258455,1250415
1262445,1280445
1271595,1286025
1296825,1269075
1262535,1278315
1255485,1275645
1316775,1247115
1299825,1274235
1311375,1256415
1250265,1256685
1270905,1271625
1315395,1261755
1297305,1252365
1310235,1285455
1263735,1279365
1260615,1270305
1259505,1259325
1283775,1248015
1313085,1254345
1265175,1282185
1280835,1269765
1254585,1286775
1265505,1285365
1299975,1250895
1258185,1261215
1295445,1251015
1276935,1278825
1293255,1269495
1279425,1271985
1314855,1272975
1256685,1273515
1303695,1269165
1255545,1268025
1273785,1270275
1311885,1252065
1275075,1278615
1262715,1282035
1305585,1281525
1256055,1272675
1269615,1253565
1256835,1265385
1279515,1276005
1316655,1250595
1294845,1254915
1272285,1274175
1291125,1281555
1264905,1267725
1312245,1268625
1310445,1264755
1282575,1253175
1263855,1279185
1284015,1287645
1300815,1253145
1265145,1284375
1306155,1279485
1289775,1257675
1253025,1263735
1287135,1258305
1285335,1277985
1281375,1277625
1274355,1284645
1264935,1272345
1265205,1260975
1302855,1280565
1312005,1281705
1269225,1281195
1252065,1282155
1262565,1249665
1304145,1268895
1316475,1271085
1274715,1262175
1312245,1250565
1288635,1270605
1306275,1282995
1261995,1249965
1282515,1288365
1288155,1248405
1286415,1284435
1258125,1256265
1295775,1260975
1290585,1271805
1277535,1256385
1314225,1257075
1260105,1259985
1316595,1288245
1278525,1255065
1260915,1282755
1276125,1276635
1295835,1268355
1263765,1284465
1304355,1273335
1316535,1253955
1273965,1287195
1252875,1253625
